customer-id,first-name,last-name,country,state,city,score
C0474,Ines,Martin,UAE,Dubai,Dubai,86
C0475,Karim,Taylor,Turkey,Istanbul,Istanbul,7
C0476,Leo,Smith,France,Île-de-France,Saint-Denis,13
C0477,Ahmed,Garcia,USA,California,San Diego,53
C0478,Alex,Taylor,UK,England,Manchester,97
C0479,James,Dubois,Germany,Bavaria,Augsburg,8
C0480,Karim,Garcia,France,Île-de-France,Paris,23
C0481,Sami,Trabelsi,Spain,Madrid,Alcala de Henares,64
C0482,Daniel,Trabelsi,USA,California,Los Angeles,39
C0483,Omar,Smith,UAE,Dubai,Abu Dhabi,59
C0484,Nina,Gharbi,Turkey,Istanbul,Izmit,60
C0485,Sofia,Lewis,Germany,Bavaria,Munich,43
C0486,Laura,Taylor,USA,California,San Jose,92
C0487,Ahmed,Moore,USA,California,San Jose,38
C0488,Sofia,Khalil,UAE,Dubai,Sharjah,82
C0489,Anna,Romano,Spain,Madrid,Alcala de Henares,12
C0490,Omar,Khalil,Spain,Madrid,Madrid,62
C0491,Ines,Ben Ali,Italy,Lazio,Frosinone,50
C0492,David,Clark,Canada,Ontario,Mississauga,43
C0493,Ahmed,Bernard,Germany,Bavaria,Augsburg,47
C0494,Lina,Anderson,Canada,Ontario,Toronto,60
C0495,Ali,Brown,Germany,Bavaria,Augsburg,65
C0496,Meriem,Taylor,Germany,Bavaria,Nuremberg,48
C0497,Karim,Martin,UAE,Dubai,Dubai,62
C0498,Laura,Moore,USA,California,San Jose,54
C0499,Alex,Clark,Turkey,Istanbul,Izmit,86
C0500,Ines,Anderson,Canada,Ontario,Toronto,68
C0501,Emily,Mansouri,UK,England,London,8
C0502,Sofia,Martinez,Turkey,Istanbul,Izmit,20
C0503,James,Hassan,USA,California,San Francisco,15
C0504,Nina,Mansouri,Canada,Ontario,Hamilton,8
C0505,Adam,Romano,UK,England,Liverpool,59
C0506,Lina,Garcia,UAE,Dubai,Abu Dhabi,87
C0507,Sara,Brown,Germany,Bavaria,Nuremberg,1
C0508,Youssef,Trabelsi,Canada,Ontario,Hamilton,45
C0509,Lina,Mansouri,France,Île-de-France,Saint-Denis,5
C0510,Leo,Khalil,Germany,Bavaria,Munich,99
C0511,Emily,Brown,Spain,Madrid,Alcala de Henares,49
C0512,Amira,Anderson,Spain,Madrid,Getafe,70
C0513,Michael,Haddad,USA,California,San Diego,69
C0514,Adam,Moore,Spain,Madrid,Madrid,1
C0515,Olivia,Miller,Tunisia,Tunis,Sousse,93
C0516,Anna,Garcia,Turkey,Istanbul,Bursa,30
C0517,Laura,Johnson,Canada,Ontario,Ottawa,36
C0518,Meriem,Trabelsi,Canada,Ontario,Hamilton,79
C0519,Ines,Jaziri,Tunisia,Tunis,Tunis,13
C0520,Mohamed,Miller,UAE,Dubai,Sharjah,87
C0521,Ines,Moore,Tunisia,Tunis,Tunis,52
C0522,Karim,Garcia,UK,England,Manchester,97
C0523,Adam,Romano,Tunisia,Tunis,Ben Arous,30
C0524,James,Martinez,UAE,Dubai,Sharjah,99
C0525,Ines,Dubois,Italy,Lazio,Rome,85
C0526,Karim,Williams,Turkey,Istanbul,Bursa,36
C0527,Sami,Taylor,Tunisia,Tunis,Sousse,55
C0528,Nina,Trabelsi,Turkey,Istanbul,Bursa,83
C0529,James,Thomas,Spain,Madrid,Alcala de Henares,53
C0530,Olivia,Brown,USA,California,San Diego,97
C0531,Alex,Martin,Turkey,Istanbul,Istanbul,39
C0532,Laura,Trabelsi,USA,California,San Francisco,54
C0533,Adam,Brown,Turkey,Istanbul,Istanbul,33
C0534,Sophia,Taylor,Canada,Ontario,Toronto,58
C0535,Amira,Garcia,Italy,Lazio,Latina,25
C0536,Emma,Brown,Tunisia,Tunis,Sousse,78
C0537,Mohamed,Hassan,UAE,Dubai,Dubai,25
C0538,Rania,Rossi,UAE,Dubai,Dubai,43
C0539,Ahmed,Jaziri,Germany,Bavaria,Munich,95
C0540,Alex,Martin,France,Île-de-France,Versailles,51
C0541,James,Clark,Canada,Ontario,Mississauga,49
C0542,Michael,Dubois,UK,England,Birmingham,47
C0543,Nina,Miller,Turkey,Istanbul,Istanbul,93
C0544,James,Jaziri,UK,England,Birmingham,41
C0545,Mohamed,Martinez,Spain,Madrid,Madrid,95
C0546,Sara,Bernard,USA,California,San Francisco,38
C0547,Sofia,Smith,USA,California,San Diego,49
C0548,Ines,Rossi,UAE,Dubai,Sharjah,84
C0549,John,Clark,Italy,Lazio,Frosinone,93
C0550,Laura,Khalil,UK,England,Birmingham,22
C0551,Nina,Khalil,USA,California,Los Angeles,68
C0552,Youssef,Walker,Tunisia,Tunis,Sousse,7
C0553,Leo,Gharbi,Tunisia,Tunis,Sfax,81
C0554,Youssef,Thomas,Canada,Ontario,Ottawa,2
C0555,Laura,Johnson,Canada,Ontario,Toronto,80
C0556,Alex,Anderson,UAE,Dubai,Abu Dhabi,3
C0557,Leo,Ben Ali,Tunisia,Tunis,Tunis,68
C0558,Daniel,Ben Ali,Germany,Bavaria,Augsburg,90
C0559,Sami,Haddad,Spain,Madrid,Madrid,68
C0560,Ines,Jaziri,USA,California,San Jose,46
C0561,Maya,Mansouri,Germany,Bavaria,Nuremberg,52
C0562,Ines,Thomas,UK,England,Manchester,39
C0563,Mohamed,Mansouri,France,Île-de-France,Saint-Denis,49
C0564,Alex,Trabelsi,Spain,Madrid,Getafe,2
C0565,Amira,Rossi,USA,California,San Francisco,83
C0566,Omar,Romano,Italy,Lazio,Rome,30
C0567,Alex,Bernard,Canada,Ontario,Toronto,10
C0568,Mohamed,Khalil,Germany,Bavaria,Nuremberg,3
C0569,Nour,Clark,Canada,Ontario,Hamilton,10
C0570,Ali,Martinez,Germany,Bavaria,Munich,73
C0571,Sophia,Brown,Spain,Madrid,Getafe,18
C0572,Michael,Trabelsi,France,Île-de-France,Paris,56
C0573,Youssef,Smith,Canada,Ontario,Hamilton,100
C0574,Sara,Taylor,Italy,Lazio,Frosinone,58
C0575,Karim,Johnson,UK,England,Liverpool,56
C0576,Lucas,Mansouri,USA,California,San Jose,32
C0577,Amira,Bernard,France,Île-de-France,Versailles,49
C0578,Lucas,Smith,USA,California,San Jose,14
C0579,Ahmed,Dubois,France,Île-de-France,Saint-Denis,47
C0580,Omar,Gharbi,Germany,Bavaria,Munich,24
C0581,David,Garcia,Spain,Madrid,Getafe,66
C0582,Omar,Ben Ali,Spain,Madrid,Madrid,46
C0583,Amira,Wilson,Turkey,Istanbul,Izmit,42
C0584,Ahmed,Dubois,Spain,Madrid,Alcala de Henares,50
C0585,Ines,Martinez,France,Île-de-France,Versailles,88
C0586,Ali,Gharbi,Spain,Madrid,Alcala de Henares,39
C0587,Nina,Gharbi,Germany,Bavaria,Munich,22
C0588,Emma,Williams,Spain,Madrid,Alcala de Henares,62
C0589,Emily,Bernard,France,Île-de-France,Versailles,93
C0590,Sofia,Miller,UK,England,London,18
C0591,Ahmed,Brown,Germany,Bavaria,Nuremberg,80
C0592,Sophia,Miller,Spain,Madrid,Alcala de Henares,56
C0593,Adam,Dubois,UAE,Dubai,Abu Dhabi,78
C0594,Alex,Smith,Canada,Ontario,Ottawa,51
C0595,Daniel,Moore,Italy,Lazio,Latina,82
C0596,Ines,Smith,UK,England,Liverpool,36
C0597,Emily,Haddad,Spain,Madrid,Getafe,26
C0598,Sami,Anderson,UAE,Dubai,Sharjah,4
C0599,Rania,Miller,UK,England,Birmingham,89
C0600,Leo,Anderson,France,Île-de-France,Saint-Denis,18
C0601,Ines,Bernard,Germany,Bavaria,Augsburg,20
C0602,Lucas,Mansouri,Spain,Madrid,Alcala de Henares,77
C0603,Maya,Garcia,UK,England,Liverpool,70
C0604,Emily,Thomas,Tunisia,Tunis,Sfax,69
C0605,Amira,Haddad,UAE,Dubai,Dubai,85
C0606,Ali,Taylor,Italy,Lazio,Latina,6
C0607,Maya,Clark,UAE,Dubai,Abu Dhabi,56
C0608,Ahmed,Haddad,France,Île-de-France,Boulogne-Billancourt,29
C0609,Karim,Miller,Turkey,Istanbul,Bursa,51
C0610,Nour,Johnson,UK,England,London,62
C0611,Daniel,Williams,France,Île-de-France,Paris,15
C0612,Michael,Dubois,USA,California,San Jose,59
C0613,Alex,Johnson,Canada,Ontario,Hamilton,13
C0614,David,Smith,UK,England,London,39
C0615,Meriem,Ben Ali,Tunisia,Tunis,Sfax,44
C0616,Ali,Moore,France,Île-de-France,Versailles,67
C0617,Ali,Smith,USA,California,San Francisco,60
C0618,Maya,Taylor,Canada,Ontario,Ottawa,24
C0619,Maya,Ben Ali,Spain,Madrid,Getafe,79
C0620,David,Martinez,Canada,Ontario,Hamilton,50
C0621,Rania,Jaziri,Tunisia,Tunis,Ben Arous,97
C0622,Omar,Lewis,France,Île-de-France,Versailles,47
C0623,Sofia,Miller,Italy,Lazio,Rome,34
C0624,James,Wilson,UK,England,Liverpool,79
C0625,Meriem,Johnson,Spain,Madrid,Alcala de Henares,59
C0626,Sami,Walker,UAE,Dubai,Sharjah,91
C0627,Amira,Anderson,Germany,Bavaria,Munich,41
C0628,Ines,Dubois,France,Île-de-France,Paris,24
C0629,Nour,Romano,Italy,Lazio,Frosinone,54
C0630,Adam,Martinez,UAE,Dubai,Abu Dhabi,55
C0631,Nina,Taylor,USA,California,San Diego,72
C0632,Nina,Dubois,USA,California,San Diego,24
C0633,David,Wilson,Italy,Lazio,Rome,46
C0634,Nina,Gharbi,Tunisia,Tunis,Ariana,50
C0635,Nina,Williams,Turkey,Istanbul,Izmit,63
C0636,David,Rossi,Spain,Madrid,Madrid,11
C0637,Sara,Lewis,UAE,Dubai,Dubai,38
C0638,Emma,Martin,Tunisia,Tunis,Bizerte,37
C0639,Laura,Martinez,USA,California,San Francisco,71
C0640,Meriem,Martinez,Turkey,Istanbul,Istanbul,35
C0641,Emily,Garcia,Turkey,Istanbul,Istanbul,98
C0642,Rania,Williams,UK,England,London,95
C0643,Olivia,Hassan,Canada,Ontario,Toronto,58
C0644,Michael,Hassan,Germany,Bavaria,Munich,57
C0645,Ines,Jaziri,France,Île-de-France,Boulogne-Billancourt,91
C0646,Anna,Khalil,UAE,Dubai,Sharjah,18
C0647,Rania,Lewis,Canada,Ontario,Toronto,73
C0648,Emma,Wilson,Italy,Lazio,Latina,22
C0649,Daniel,Dubois,Italy,Lazio,Latina,35
C0650,Omar,Gharbi,Turkey,Istanbul,Bursa,8
C0651,Adam,Thomas,Germany,Bavaria,Munich,32
C0652,James,Walker,USA,California,San Diego,98
C0653,Nina,Gharbi,Spain,Madrid,Getafe,81
C0654,Leo,Brown,Germany,Bavaria,Nuremberg,10
C0655,Maya,Romano,France,Île-de-France,Boulogne-Billancourt,89
C0656,Laura,Rossi,Italy,Lazio,Frosinone,75
C0657,Amira,Moore,Tunisia,Tunis,Manouba,82
C0658,Youssef,Lewis,Italy,Lazio,Latina,51
C0659,Anna,Walker,Canada,Ontario,Ottawa,64
C0660,James,Walker,Germany,Bavaria,Nuremberg,44
C0661,Adam,Martinez,Turkey,Istanbul,Bursa,44
C0662,Mohamed,Haddad,Tunisia,Tunis,Sousse,59
C0663,Meriem,Hassan,Tunisia,Tunis,Ariana,57
C0664,Ahmed,Williams,UK,England,Manchester,89
C0665,Olivia,Khalil,USA,California,San Jose,12
C0666,John,Mansouri,Italy,Lazio,Frosinone,86
C0667,Lina,Brown,USA,California,San Jose,93
C0668,Anna,Taylor,Canada,Ontario,Toronto,91
C0669,Ahmed,Jaziri,France,Île-de-France,Saint-Denis,10
C0670,Karim,Romano,USA,California,San Francisco,2
C0671,Sophia,Walker,Tunisia,Tunis,Tunis,55
C0672,Alex,Mansouri,USA,California,San Diego,50
C0673,Omar,Haddad,France,Île-de-France,Boulogne-Billancourt,48
C0674,Adam,Brown,Germany,Bavaria,Munich,83
C0675,Youssef,Romano,USA,California,Los Angeles,79
C0676,David,Johnson,USA,California,San Diego,81
C0677,Leo,Wilson,USA,California,San Francisco,28
C0678,Omar,Gharbi,France,Île-de-France,Paris,76
C0679,Michael,Williams,Spain,Madrid,Alcala de Henares,18
C0680,Emma,Taylor,Canada,Ontario,Toronto,32
C0681,Daniel,Clark,Turkey,Istanbul,Izmit,4
C0682,Rania,Romano,Germany,Bavaria,Augsburg,66
C0683,Maya,Dubois,Canada,Ontario,Toronto,31
C0684,Lucas,Haddad,UK,England,Manchester,64
C0685,Youssef,Romano,UAE,Dubai,Dubai,47
C0686,Adam,Brown,Italy,Lazio,Latina,54
C0687,Sami,Clark,Italy,Lazio,Frosinone,99
C0688,Sara,Martinez,France,Île-de-France,Paris,2
C0689,Rania,Trabelsi,Germany,Bavaria,Munich,51
C0690,Daniel,Taylor,Turkey,Istanbul,Izmit,65
C0691,Anna,Thomas,Spain,Madrid,Alcala de Henares,11
C0692,Nour,Bernard,Turkey,Istanbul,Istanbul,40
C0693,Rania,Lewis,France,Île-de-France,Versailles,69
C0694,Maya,Martinez,Italy,Lazio,Latina,98
C0695,Olivia,Thomas,France,Île-de-France,Saint-Denis,94
C0696,Lina,Martin,Canada,Ontario,Toronto,56
C0697,Laura,Wilson,France,Île-de-France,Paris,40
C0698,Meriem,Ben Ali,USA,California,San Diego,90
C0699,Ali,Rossi,Tunisia,Tunis,Ben Arous,67
C0700,John,Khalil,Turkey,Istanbul,Bursa,17
C0701,Meriem,Clark,Germany,Bavaria,Munich,43
C0702,Emma,Romano,Spain,Madrid,Madrid,34
C0703,Youssef,Rossi,UAE,Dubai,Abu Dhabi,66
C0704,Lina,Rossi,Italy,Lazio,Latina,22
C0705,Ali,Bernard,Italy,Lazio,Rome,74
C0706,Karim,Moore,France,Île-de-France,Paris,6
C0707,Ines,Trabelsi,Tunisia,Tunis,Manouba,47
C0708,Nour,Khalil,Spain,Madrid,Madrid,71
C0709,Karim,Smith,Spain,Madrid,Madrid,54
C0710,Emma,Walker,Italy,Lazio,Rome,74
C0711,Meriem,Romano,Italy,Lazio,Latina,7
C0712,Karim,Lewis,USA,California,Los Angeles,52
C0713,Laura,Hassan,France,Île-de-France,Boulogne-Billancourt,100
C0714,James,Mansouri,Germany,Bavaria,Augsburg,59
C0715,Emily,Jaziri,Tunisia,Tunis,Ben Arous,73
C0716,Ines,Miller,Germany,Bavaria,Nuremberg,76
C0717,Sofia,Moore,UK,England,Manchester,20
C0718,Leo,Ben Ali,Tunisia,Tunis,Ariana,70
C0719,Ahmed,Smith,Italy,Lazio,Rome,98
C0720,Olivia,Haddad,Spain,Madrid,Madrid,68
C0721,Leo,Rossi,Canada,Ontario,Toronto,19
C0722,Amira,Trabelsi,Germany,Bavaria,Munich,67
C0723,Emily,Miller,Spain,Madrid,Getafe,11
C0724,Omar,Romano,UAE,Dubai,Dubai,82
C0725,Youssef,Martinez,Spain,Madrid,Getafe,8
C0726,Adam,Martin,Spain,Madrid,Alcala de Henares,34
C0727,Maya,Thomas,Italy,Lazio,Latina,42
C0728,David,Bernard,Italy,Lazio,Rome,10
C0729,Adam,Clark,Canada,Ontario,Toronto,20
C0730,Ali,Miller,France,Île-de-France,Saint-Denis,41
C0731,Meriem,Garcia,Spain,Madrid,Alcala de Henares,99
C0732,David,Dubois,Canada,Ontario,Hamilton,34
C0733,Amira,Khalil,France,Île-de-France,Boulogne-Billancourt,91
C0734,Mohamed,Jaziri,UAE,Dubai,Abu Dhabi,19
C0735,Ines,Johnson,France,Île-de-France,Saint-Denis,66
C0736,Olivia,Bernard,Tunisia,Tunis,Sfax,23
C0737,Maya,Hassan,Tunisia,Tunis,Manouba,72
C0738,Ines,Haddad,Turkey,Istanbul,Bursa,14
C0739,Meriem,Ben Ali,USA,California,Los Angeles,100
C0740,Adam,Jaziri,Canada,Ontario,Hamilton,48
C0741,John,Walker,France,Île-de-France,Paris,3
C0742,Sofia,Taylor,France,Île-de-France,Saint-Denis,17
C0743,Sophia,Haddad,France,Île-de-France,Paris,60
C0744,Ali,Martinez,Tunisia,Tunis,Manouba,93
C0745,Nina,Ben Ali,Spain,Madrid,Alcala de Henares,88
C0746,Sami,Johnson,Spain,Madrid,Madrid,24
C0747,Emma,Miller,Germany,Bavaria,Munich,5
C0748,Ines,Taylor,UAE,Dubai,Abu Dhabi,64
C0749,Alex,Trabelsi,Spain,Madrid,Madrid,36
C0750,Adam,Williams,Spain,Madrid,Madrid,83
C0751,Ines,Taylor,Turkey,Istanbul,Izmit,3
C0752,Michael,Rossi,Spain,Madrid,Getafe,63
C0753,James,Brown,Italy,Lazio,Frosinone,24
C0754,James,Wilson,Tunisia,Tunis,Ariana,4
C0755,Lina,Lewis,Germany,Bavaria,Nuremberg,68
C0756,Karim,Khalil,Italy,Lazio,Rome,32
C0757,Emma,Garcia,Canada,Ontario,Toronto,98
C0758,Lucas,Johnson,Canada,Ontario,Ottawa,23
C0759,James,Lewis,Canada,Ontario,Mississauga,76
C0760,Michael,Martinez,Tunisia,Tunis,Bizerte,19
C0761,Sofia,Walker,UAE,Dubai,Abu Dhabi,70
C0762,Sami,Rossi,Germany,Bavaria,Munich,12
C0763,Karim,Wilson,Tunisia,Tunis,Ariana,3
C0764,Alex,Ben Ali,Turkey,Istanbul,Bursa,79
C0765,Adam,Smith,Canada,Ontario,Ottawa,42
C0766,Sara,Gharbi,Tunisia,Tunis,Bizerte,91
C0767,Meriem,Hassan,USA,California,San Jose,10
C0768,Maya,Martinez,Italy,Lazio,Rome,44
C0769,James,Gharbi,Germany,Bavaria,Munich,94
C0770,Nina,Taylor,Spain,Madrid,Alcala de Henares,23
C0771,Michael,Martin,Turkey,Istanbul,Izmit,76
C0772,Lucas,Dubois,USA,California,San Jose,17
C0773,Ahmed,Thomas,USA,California,San Francisco,99
C0774,Mohamed,Khalil,UAE,Dubai,Sharjah,41
C0775,Karim,Taylor,UAE,Dubai,Sharjah,14
C0776,Nour,Smith,UK,England,London,31
C0777,James,Khalil,Italy,Lazio,Latina,12
C0778,David,Ben Ali,Italy,Lazio,Frosinone,27
C0779,Youssef,Johnson,Canada,Ontario,Mississauga,14
C0780,Lina,Brown,Tunisia,Tunis,Manouba,94
C0781,Ali,Williams,Spain,Madrid,Alcala de Henares,49
C0782,Lucas,Haddad,Italy,Lazio,Frosinone,74
C0783,Ali,Miller,Canada,Ontario,Toronto,5
C0784,Sara,Smith,Germany,Bavaria,Nuremberg,14
C0785,Sophia,Khalil,France,Île-de-France,Saint-Denis,21
C0786,Amira,Smith,France,Île-de-France,Saint-Denis,91
C0787,Anna,Taylor,Tunisia,Tunis,Ariana,78
C0788,Ali,Trabelsi,Spain,Madrid,Madrid,43
C0789,Sofia,Williams,Canada,Ontario,Mississauga,85
C0790,Olivia,Martin,Germany,Bavaria,Munich,7
C0791,Nina,Gharbi,Spain,Madrid,Madrid,47
C0792,Anna,Mansouri,Tunisia,Tunis,Ben Arous,85
C0793,Alex,Jaziri,UAE,Dubai,Dubai,4
C0794,Ali,Taylor,Canada,Ontario,Mississauga,11
C0795,Meriem,Dubois,UK,England,Liverpool,61
C0796,John,Mansouri,UK,England,Liverpool,24
C0797,Lucas,Johnson,Italy,Lazio,Rome,58
C0798,John,Miller,Tunisia,Tunis,Manouba,34
C0799,Emma,Martinez,Canada,Ontario,Toronto,20
C0800,Amira,Anderson,France,Île-de-France,Boulogne-Billancourt,70
C0801,Karim,Garcia,Spain,Madrid,Madrid,50
C0802,Leo,Garcia,Turkey,Istanbul,Izmit,61
C0803,Ines,Rossi,UAE,Dubai,Abu Dhabi,11
C0804,Mohamed,Romano,Spain,Madrid,Getafe,67
C0805,Nour,Haddad,UAE,Dubai,Abu Dhabi,23
C0806,Rania,Lewis,USA,California,San Diego,17
C0807,Anna,Mansouri,Tunisia,Tunis,Sousse,56
C0808,Nour,Walker,Canada,Ontario,Mississauga,41
C0809,Amira,Brown,France,Île-de-France,Saint-Denis,71
C0810,Emma,Romano,Italy,Lazio,Frosinone,2
C0811,Leo,Haddad,UAE,Dubai,Abu Dhabi,20
C0812,Omar,Haddad,USA,California,Los Angeles,37
C0813,Michael,Williams,Turkey,Istanbul,Bursa,50
C0814,Alex,Trabelsi,UK,England,Manchester,36
C0815,Nour,Wilson,Spain,Madrid,Getafe,88
C0816,Mohamed,Brown,Spain,Madrid,Alcala de Henares,89
C0817,Lina,Moore,Canada,Ontario,Hamilton,35
C0818,Sara,Smith,Italy,Lazio,Frosinone,40
C0819,Nina,Hassan,Germany,Bavaria,Augsburg,88
C0820,Karim,Gharbi,France,Île-de-France,Boulogne-Billancourt,96
C0821,James,Bernard,UK,England,Liverpool,78
C0822,Sofia,Miller,France,Île-de-France,Versailles,53
C0823,Emily,Walker,UK,England,London,66
C0824,Youssef,Dubois,USA,California,San Francisco,18
C0825,Sara,Khalil,Turkey,Istanbul,Istanbul,26
C0826,Ines,Trabelsi,Tunisia,Tunis,Manouba,7
C0827,Sofia,Bernard,Italy,Lazio,Frosinone,60
C0828,Maya,Taylor,Turkey,Istanbul,Istanbul,88
C0829,Ines,Johnson,Tunisia,Tunis,Manouba,77
C0830,Sami,Hassan,UK,England,Liverpool,76
C0831,Michael,Johnson,Turkey,Istanbul,Istanbul,34
C0832,Daniel,Ben Ali,France,Île-de-France,Saint-Denis,7
C0833,Rania,Hassan,USA,California,San Diego,83
C0834,Rania,Bernard,Canada,Ontario,Hamilton,66
C0835,Ahmed,Rossi,Tunisia,Tunis,Ariana,83
C0836,Ahmed,Martin,USA,California,San Jose,78
C0837,Emma,Williams,Germany,Bavaria,Nuremberg,45
C0838,John,Jaziri,UK,England,Liverpool,39
C0839,Maya,Martinez,Turkey,Istanbul,Istanbul,1
C0840,Emily,Garcia,Turkey,Istanbul,Izmit,77
C0841,Daniel,Dubois,UAE,Dubai,Sharjah,14
C0842,Youssef,Smith,UK,England,Birmingham,82
C0843,Emma,Bernard,Italy,Lazio,Latina,92
C0844,Sofia,Gharbi,Germany,Bavaria,Augsburg,98
C0845,Lina,Lewis,Canada,Ontario,Hamilton,85
C0846,Adam,Moore,Italy,Lazio,Rome,84
C0847,Daniel,Bernard,UK,England,Liverpool,52
C0848,Mohamed,Martinez,Spain,Madrid,Getafe,74
C0849,Sophia,Moore,Canada,Ontario,Ottawa,88
C0850,Alex,Anderson,Turkey,Istanbul,Bursa,65
C0851,Ali,Walker,Germany,Bavaria,Augsburg,72
C0852,Daniel,Haddad,USA,California,San Francisco,17
C0853,Sami,Anderson,Germany,Bavaria,Nuremberg,84
C0854,Karim,Johnson,France,Île-de-France,Versailles,96
C0855,Leo,Lewis,Germany,Bavaria,Nuremberg,48
C0856,Daniel,Miller,Germany,Bavaria,Munich,61
C0857,Youssef,Rossi,Tunisia,Tunis,Ariana,65
C0858,Lucas,Romano,France,Île-de-France,Boulogne-Billancourt,53
C0859,Nour,Gharbi,Tunisia,Tunis,Ariana,44
C0860,Laura,Gharbi,Spain,Madrid,Alcala de Henares,92
C0861,Amira,Rossi,USA,California,San Jose,81
C0862,James,Taylor,USA,California,Los Angeles,1
C0863,Emma,Jaziri,UK,England,Manchester,74
C0864,Nina,Lewis,USA,California,Los Angeles,17
C0865,Anna,Taylor,UAE,Dubai,Abu Dhabi,52
C0866,Alex,Brown,Spain,Madrid,Madrid,5
C0867,Sofia,Moore,Turkey,Istanbul,Bursa,2
C0868,Sofia,Ben Ali,Italy,Lazio,Latina,1
C0869,Karim,Thomas,Canada,Ontario,Mississauga,40
C0870,Omar,Brown,USA,California,San Jose,22
C0871,Mohamed,Dubois,France,Île-de-France,Boulogne-Billancourt,59
C0872,Sophia,Williams,Turkey,Istanbul,Izmit,18
C0873,Nina,Johnson,Italy,Lazio,Rome,22
C0874,Sara,Martin,Spain,Madrid,Madrid,94
C0875,Rania,Moore,USA,California,Los Angeles,76
C0876,Ali,Haddad,Turkey,Istanbul,Bursa,92
C0877,Lucas,Taylor,Tunisia,Tunis,Ben Arous,99
C0878,Lina,Wilson,Turkey,Istanbul,Istanbul,85
C0879,Sara,Trabelsi,France,Île-de-France,Paris,54
C0880,Lucas,Haddad,UK,England,Birmingham,61
C0881,Rania,Thomas,USA,California,Los Angeles,39
C0882,Omar,Anderson,Spain,Madrid,Getafe,35
C0883,Adam,Williams,UAE,Dubai,Dubai,66
C0884,Meriem,Dubois,UAE,Dubai,Dubai,14
C0885,Sofia,Wilson,UK,England,Manchester,100
C0886,Sofia,Johnson,Germany,Bavaria,Augsburg,53
C0887,Ali,Trabelsi,Germany,Bavaria,Augsburg,64
C0888,Alex,Smith,Canada,Ontario,Ottawa,1
C0889,Amira,Haddad,Tunisia,Tunis,Sfax,74
C0890,Nour,Mansouri,UK,England,London,93
C0891,John,Taylor,France,Île-de-France,Versailles,59
C0892,John,Miller,Germany,Bavaria,Munich,13
C0893,Mohamed,Hassan,USA,California,San Jose,47
C0894,Anna,Moore,Italy,Lazio,Rome,13
C0895,Ahmed,Hassan,Tunisia,Tunis,Ariana,85
C0896,Sophia,Johnson,USA,California,San Francisco,80
C0897,Amira,Johnson,Germany,Bavaria,Nuremberg,24
C0898,Maya,Brown,France,Île-de-France,Saint-Denis,35
C0899,Alex,Lewis,Spain,Madrid,Alcala de Henares,84
C0900,Meriem,Gharbi,USA,California,Los Angeles,21
C0901,Leo,Martinez,France,Île-de-France,Saint-Denis,73
C0902,Sami,Wilson,UK,England,Liverpool,100
C0903,Sara,Hassan,Italy,Lazio,Latina,94
C0904,Alex,Rossi,USA,California,Los Angeles,53
C0905,Mohamed,Mansouri,UK,England,Birmingham,84
C0906,Ahmed,Thomas,Italy,Lazio,Latina,68
C0907,Karim,Anderson,UAE,Dubai,Abu Dhabi,67
C0908,Omar,Williams,Turkey,Istanbul,Izmit,94
C0909,Alex,Johnson,Canada,Ontario,Hamilton,20
C0910,Lina,Ben Ali,Turkey,Istanbul,Izmit,21
C0911,Alex,Hassan,Turkey,Istanbul,Bursa,22
C0912,Nina,Smith,France,Île-de-France,Versailles,43
C0913,Lina,Romano,Germany,Bavaria,Munich,71
C0914,Maya,Walker,Spain,Madrid,Madrid,11
C0915,David,Lewis,UK,England,Liverpool,12
C0916,David,Smith,UK,England,London,64
C0917,Omar,Brown,Tunisia,Tunis,Manouba,5
C0918,Ahmed,Walker,Turkey,Istanbul,Istanbul,78
C0919,Olivia,Romano,UAE,Dubai,Sharjah,27
C0920,Sophia,Johnson,UK,England,London,29
C0921,Sophia,Garcia,UK,England,Liverpool,92
C0922,David,Haddad,Italy,Lazio,Rome,98
C0923,Ahmed,Smith,Canada,Ontario,Mississauga,82
C0924,Emily,Thomas,Germany,Bavaria,Munich,6
C0925,Nina,Gharbi,USA,California,San Francisco,14
C0926,Sofia,Jaziri,Germany,Bavaria,Munich,51
C0927,Laura,Walker,Canada,Ontario,Ottawa,92
C0928,Omar,Clark,Italy,Lazio,Frosinone,6
C0929,Meriem,Clark,UAE,Dubai,Abu Dhabi,59
C0930,Adam,Rossi,UAE,Dubai,Dubai,68
C0931,Anna,Walker,Tunisia,Tunis,Bizerte,62
C0932,Sami,Thomas,Turkey,Istanbul,Izmit,23
C0933,Omar,Brown,USA,California,San Jose,65
C0934,Leo,Wilson,Spain,Madrid,Getafe,98
C0935,Emma,Brown,Canada,Ontario,Mississauga,38
C0936,Adam,Gharbi,UK,England,Liverpool,78
C0937,Olivia,Walker,Turkey,Istanbul,Izmit,71
C0938,Rania,Jaziri,Italy,Lazio,Rome,80
C0939,Michael,Anderson,Germany,Bavaria,Munich,91
C0940,James,Thomas,USA,California,Los Angeles,98
C0941,Alex,Martinez,Italy,Lazio,Latina,86
C0942,Daniel,Hassan,Spain,Madrid,Alcala de Henares,2
C0943,Omar,Ben Ali,Turkey,Istanbul,Bursa,19
C0944,Lina,Jaziri,Tunisia,Tunis,Ben Arous,97
C0945,Daniel,Anderson,USA,California,San Jose,19
C0946,Daniel,Jaziri,Tunisia,Tunis,Sfax,70
